City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
285,Guiratinga,BR,2020-04-04 15:22:36,-16.35,-53.76,86.43,54,3,4.59
286,Shubarkuduk,KZ,2020-04-04 15:22:36,49.14,56.49,42.13,82,100,16.24
287,Zarand,IR,2020-04-04 15:22:37,30.81,56.56,65.62,14,10,7.47
288,Sehithwa,BW,2020-04-04 15:22:37,-20.47,22.72,82.81,29,88,2.44
289,Havelock,US,2020-04-04 15:17:47,34.88,-76.9,63.0,51,1,8.05
290,Basoko,CD,2020-04-04 15:22:38,1.24,23.62,92.61,42,72,2.89
291,Chimoio,MZ,2020-04-04 15:22:38,-19.12,33.48,77.0,61,40,6.42
292,Havre-Saint-Pierre,CA,2020-04-04 15:22:38,50.23,-63.6,30.2,80,90,6.93
293,Andros,GR,2020-04-04 15:22:39,37.83,24.93,63.0,72,40,26.4
294,Mbuji-Mayi,CD,2020-04-04 15:22:39,-6.15,23.6,83.48,56,44,4.12
295,Labrea,BR,2020-04-04 15:22:39,-7.26,-64.8,91.2,59,46,0.85
296,Constitucion,CL,2020-04-04 15:22:40,-35.33,-72.42,66.61,59,1,9.86
297,Adamovka,RU,2020-04-04 15:22:40,51.52,59.94,46.42,79,99,8.95
298,Novo Aripuana,BR,2020-04-04 15:22:40,-5.12,-60.38,77.16,94,98,4.23
299,Laguna,US,2020-04-04 15:22:41,38.42,-121.42,52.0,70,90,10.29
300,Malm,NO,2020-04-04 15:22:41,64.07,11.22,33.8,69,75,18.34
301,Jabinyanah,TN,2020-04-04 15:22:41,35.03,10.91,68.0,40,40,16.11
302,Duiwelskloof,ZA,2020-04-04 15:22:42,-23.69,30.14,72.81,49,60,4.18
303,Mindelo,CV,2020-04-04 15:22:42,16.89,-24.98,80.6,54,20,20.8
