City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3hrs),Snow inches (last 3hrs)
472,Maniitsoq,GL,2020-04-05 12:49:35,65.42,-52.9,22.05,77,0,5.12,clear sky,0.0,0.0
473,Bayji,IQ,2020-04-05 12:49:35,34.93,43.49,76.86,21,51,3.67,broken clouds,0.0,0.0
474,Gisenyi,RW,2020-04-05 12:49:16,-1.7,29.26,78.8,61,75,9.17,broken clouds,0.0,0.0
475,Sandnessjoen,NO,2020-04-05 12:49:36,66.02,12.63,35.6,47,20,9.17,few clouds,0.0,0.0
476,Izazi,TZ,2020-04-05 12:49:37,-7.2,35.73,80.6,57,75,5.82,light thunderstorm,0.0,0.0
477,Urumqi,CN,2020-04-05 12:49:37,43.8,87.6,66.2,13,88,4.47,overcast clouds,0.0,0.0
478,Kinango,KE,2020-04-05 12:49:38,-4.14,39.32,87.8,66,40,10.29,scattered clouds,0.0,0.0
479,Saint-Francois,FR,2020-04-05 12:49:38,46.42,3.91,69.8,39,0,14.99,clear sky,0.0,0.0
480,Battle Creek,US,2020-04-05 12:46:41,42.32,-85.18,39.2,84,75,10.29,broken clouds,0.0,0.0
481,Stromness,GB,2020-04-05 12:49:40,58.97,-3.3,50.0,71,64,28.86,broken clouds,0.0,0.0
482,Madimba,TZ,2020-04-05 12:49:40,-10.4,40.33,87.8,66,40,8.05,scattered clouds,0.0,0.0
483,Severnyy,RU,2020-04-05 12:49:40,50.68,36.55,50.0,25,32,22.37,scattered clouds,0.0,0.0
484,Adre,TD,2020-04-05 12:49:41,13.47,22.2,103.42,6,89,6.67,overcast clouds,0.0,0.0
485,Liverpool,GB,2020-04-05 12:48:53,53.41,-2.98,64.99,48,76,10.29,broken clouds,0.0,0.0
486,Vangaindrano,MG,2020-04-05 12:49:42,-23.35,47.6,78.94,65,100,4.9,overcast clouds,0.0,0.0
487,Coxim,BR,2020-04-05 12:49:43,-18.51,-54.76,79.68,75,0,5.5,clear sky,0.0,0.0
488,Joao Pinheiro,BR,2020-04-05 12:49:43,-17.74,-46.17,76.06,66,0,2.33,clear sky,0.0,0.0
489,Khalkhal,IR,2020-04-05 12:45:36,37.62,48.53,50.13,29,36,4.83,scattered clouds,0.0,0.0
490,Toktogul,KG,2020-04-05 12:49:44,41.87,72.94,61.07,25,88,0.34,light rain,0.14,0.0
491,Kotra,IN,2020-04-05 12:49:44,25.82,79.32,97.3,10,0,9.1,clear sky,0.0,0.0
492,Tiznit,MA,2020-04-05 12:49:45,29.58,-9.5,69.04,39,48,7.94,scattered clouds,0.0,0.0
493,Saint-Louis,SN,2020-04-05 12:49:45,16.33,-15.0,91.4,24,0,4.7,clear sky,0.0,0.0
494,Ramhormoz,IR,2020-04-05 12:49:46,31.28,49.6,84.15,14,13,9.37,few clouds,0.0,0.0
495,Ormara,PK,2020-04-05 12:49:46,25.21,64.64,86.58,38,25,10.92,scattered clouds,0.0,0.0
496,Laredo,US,2020-04-05 12:46:35,27.51,-99.51,62.6,100,90,9.17,mist,0.0,0.0
497,Banfora,BF,2020-04-05 12:49:47,10.63,-4.77,103.44,26,7,3.8,clear sky,0.0,0.0
498,La Rioja,ES,2020-04-05 12:49:47,42.25,-2.5,60.8,59,86,19.46,overcast clouds,0.0,0.0
499,Isla Mujeres,MX,2020-04-05 12:45:34,21.23,-86.73,75.2,83,20,6.98,few clouds,0.0,0.0
500,Quixada,BR,2020-04-05 12:49:48,-4.97,-39.02,82.24,73,49,6.44,scattered clouds,0.0,0.0
501,Comodoro Rivadavia,AR,2020-04-05 12:45:01,-45.87,-67.5,57.2,47,40,23.04,scattered clouds,0.0,0.0
502,Iturama,BR,2020-04-05 12:49:49,-19.73,-50.2,75.38,68,0,3.2,clear sky,0.0,0.0
503,Pillaro,EC,2020-04-05 12:49:49,-1.17,-78.53,68.0,100,75,5.82,broken clouds,0.0,0.0
504,Tonantins,BR,2020-04-05 12:49:49,-2.87,-67.8,76.59,92,100,0.94,overcast clouds,0.0,0.0
505,Savonlinna,FI,2020-04-05 12:49:50,61.87,28.88,36.0,37,3,20.8,clear sky,0.0,0.0
506,Trairi,BR,2020-04-05 12:48:35,-3.28,-39.27,83.34,78,100,7.67,light rain,0.99,0.0
507,Mitsamiouli,KM,2020-04-05 12:49:51,-11.38,43.28,89.6,66,40,8.05,scattered clouds,0.0,0.0
508,Murgab,TM,2020-04-05 12:49:51,37.5,61.97,77.0,41,75,13.87,broken clouds,0.0,0.0
509,Huarmey,PE,2020-04-05 12:49:51,-10.07,-78.15,73.08,75,56,4.56,broken clouds,0.0,0.0
510,Perevolotskiy,RU,2020-04-05 12:49:52,51.88,54.19,54.36,43,97,16.89,light rain,0.25,0.0
511,San Miguel,SV,2020-04-05 12:49:52,13.48,-88.18,77.16,83,25,1.25,light rain,0.33,0.0
512,Ancud,CL,2020-04-05 12:49:53,-41.87,-73.82,48.2,87,90,2.24,overcast clouds,0.0,0.0
513,Maroantsetra,MG,2020-04-05 12:49:53,-15.43,49.73,82.45,64,53,4.12,light rain,0.13,0.0
514,Poltavka,RU,2020-04-05 12:49:53,54.37,71.76,48.7,80,95,13.33,light rain,0.78,0.0
515,Vicuna,CL,2020-04-05 12:49:54,-30.03,-70.71,57.2,93,20,3.36,few clouds,0.0,0.0
516,Sisimiut,GL,2020-04-05 12:49:54,66.94,-53.67,18.28,81,0,2.66,clear sky,0.0,0.0
517,Paita,PE,2020-04-05 12:49:55,-5.09,-81.11,74.62,74,98,10.29,overcast clouds,0.0,0.0
518,Buenos Aires,AR,2020-04-05 12:46:25,-34.61,-58.38,72.0,72,40,5.82,scattered clouds,0.0,0.0
519,Pitimbu,BR,2020-04-05 12:49:55,-7.47,-34.81,87.8,74,44,9.17,light rain,0.18,0.0
520,Santa Cruz De La Palma,ES,2020-04-05 12:49:56,28.68,-17.76,77.0,61,20,6.93,few clouds,0.0,0.0
521,Sakakah,SA,2020-04-05 12:49:57,29.97,40.21,93.2,10,98,13.87,overcast clouds,0.0,0.0
522,Carballo,ES,2020-04-05 12:49:57,43.21,-8.69,61.0,87,40,14.99,light rain,0.0,0.0
523,Eirunepe,BR,2020-04-05 12:49:58,-6.66,-69.87,76.03,82,96,1.07,overcast clouds,0.0,0.0
524,Taoudenni,ML,2020-04-05 12:49:58,22.68,-3.98,97.63,8,0,7.07,clear sky,0.0,0.0
525,Kotka,FI,2020-04-05 12:49:58,60.47,26.95,43.0,25,62,16.11,broken clouds,0.0,0.0
526,Methoni,GR,2020-04-05 12:50:00,36.82,21.7,64.4,55,75,9.86,broken clouds,0.0,0.0
527,Karpathos,GR,2020-04-05 12:48:07,35.51,27.21,66.2,68,40,19.46,scattered clouds,0.0,0.0
528,Portel,BR,2020-04-05 12:50:03,-1.94,-50.82,80.64,88,95,3.47,light rain,0.46,0.0
529,Changji,CN,2020-04-05 12:47:46,44.02,87.32,68.0,11,80,6.71,broken clouds,0.0,0.0
530,Zavolzhsk,RU,2020-04-05 12:50:04,57.48,42.14,40.03,64,91,9.51,light snow,0.0,1.07
531,Punta Alta,AR,2020-04-05 12:50:04,-38.88,-62.07,59.72,69,79,7.11,broken clouds,0.0,0.0
532,Mirante Do Paranapanema,BR,2020-04-05 12:50:05,-22.29,-51.91,75.2,44,0,5.82,clear sky,0.0,0.0
533,Plettenberg Bay,ZA,2020-04-05 12:50:06,-34.05,23.37,67.68,71,67,9.24,broken clouds,0.0,0.0
534,Paris,FR,2020-04-05 12:48:49,48.85,2.35,70.0,34,0,11.41,clear sky,0.0,0.0
535,Bokoro,TD,2020-04-05 12:50:06,12.38,17.06,109.24,13,69,3.74,broken clouds,0.0,0.0
536,Asbestos,CA,2020-04-05 12:50:07,45.77,-71.93,43.0,80,75,2.24,broken clouds,0.0,0.0
537,San Vicente De Chucuri,CO,2020-04-05 12:50:07,6.88,-73.41,78.8,100,40,3.36,mist,0.0,0.0
538,Raahe,FI,2020-04-05 12:50:07,64.68,24.48,30.2,63,0,13.87,clear sky,0.0,0.0
539,Sadiqabad,PK,2020-04-05 12:50:08,28.31,70.13,98.01,12,0,6.64,clear sky,0.0,0.0
540,Meiganga,CM,2020-04-05 12:50:08,6.52,14.3,91.35,35,58,3.33,broken clouds,0.0,0.0
541,Quatre Cocos,MU,2020-04-05 12:50:09,-20.21,57.76,82.99,74,75,11.41,broken clouds,0.0,0.0
542,French Harbor,HN,2020-04-05 12:50:09,16.35,-86.43,79.29,81,6,10.42,clear sky,0.0,0.0
543,Pontal Do Parana,BR,2020-04-05 12:50:09,-25.65,-48.51,77.0,82,64,6.93,broken clouds,0.0,0.0
544,Bwanga,TZ,2020-04-05 12:50:10,-3.03,31.76,78.21,50,59,3.0,light rain,2.82,0.0
545,Bonfim,BR,2020-04-05 12:50:10,3.08,-59.95,82.54,70,97,6.38,light rain,2.51,0.0
546,Sinnamary,GF,2020-04-05 12:50:11,5.38,-52.95,81.68,78,99,14.88,light rain,0.22,0.0
547,Safaga,EG,2020-04-05 12:50:11,26.73,33.94,88.14,18,0,11.16,clear sky,0.0,0.0
548,San Rafael,AR,2020-04-05 12:50:12,-34.62,-68.33,62.37,41,64,5.06,broken clouds,0.0,0.0
549,Salvador,SV,2020-04-05 12:50:12,13.83,-88.92,78.8,94,20,2.24,mist,0.0,0.0
