City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
160,Hofn,IS,2020-04-04 15:56:06,64.25,-15.21,24.8,79,90,21.92
161,Tromso,NO,2020-04-04 15:56:07,69.65,18.96,26.6,73,75,13.87
162,Nova Praha,UA,2020-04-04 15:56:07,48.57,32.9,57.2,26,52,8.95
163,Zvishavane,ZW,2020-04-04 15:56:07,-20.33,30.07,72.82,43,33,7.58
164,Wagar,SD,2020-04-04 15:56:08,16.15,36.2,101.43,10,9,10.2
165,Melo,UY,2020-04-04 15:56:08,-32.37,-54.18,72.1,47,0,7.11
166,Beyneu,KZ,2020-04-04 15:56:08,45.32,55.2,51.89,44,0,10.18
167,Itarema,BR,2020-04-04 15:56:09,-2.92,-39.92,84.42,77,100,7.49
168,Sur,OM,2020-04-04 15:56:09,22.57,59.53,83.57,45,56,2.15
169,Mgandu,TZ,2020-04-04 15:56:10,-5.95,34.13,69.17,61,91,5.01
170,Trairi,BR,2020-04-04 15:56:10,-3.28,-39.27,85.44,72,99,8.03
171,Harer,ET,2020-04-04 15:56:11,9.31,42.13,73.65,28,99,3.15
172,Arlit,NE,2020-04-04 15:56:11,18.74,7.39,106.86,5,3,11.81
173,Chistogorskiy,RU,2020-04-04 15:56:11,53.98,87.38,34.07,83,4,1.7
174,Ostrovnoy,RU,2020-04-04 15:56:12,68.05,39.51,24.03,93,90,19.86
175,Edd,ER,2020-04-04 15:56:12,13.93,41.69,91.96,43,70,23.02
176,Antsohihy,MG,2020-04-04 15:56:12,-14.88,47.99,77.79,86,53,2.53
177,Chimbote,PE,2020-04-04 15:56:13,-9.09,-78.58,76.84,68,31,5.32
178,Puerto Montt,CL,2020-04-04 15:54:23,-41.47,-72.94,53.6,87,75,4.7
179,Touros,BR,2020-04-04 15:56:13,-5.2,-35.46,89.6,62,75,14.99
180,Bafia,CM,2020-04-04 15:56:13,4.75,11.23,87.91,45,78,5.21
181,Bathsheba,BB,2020-04-04 15:56:14,13.22,-59.52,86.0,66,40,16.11
182,Kutum,SD,2020-04-04 15:56:14,14.2,24.67,95.58,6,4,8.14
183,Lithakia,GR,2020-04-04 15:56:14,37.72,20.83,57.2,82,75,13.87
184,Bara,NG,2020-04-04 15:56:15,10.37,10.73,107.08,12,100,6.85
185,Palaia Fokaia,GR,2020-04-04 15:56:15,37.72,23.95,57.99,82,75,19.46
186,Dharchula,IN,2020-04-04 15:56:15,29.85,80.53,55.6,29,66,10.33
187,Dhidhdhoo,MV,2020-04-04 15:56:16,6.88,73.1,84.43,69,62,4.45
188,Cherbourg,FR,2020-04-04 15:56:16,49.64,-1.61,60.8,58,0,13.87
189,Sambava,MG,2020-04-04 15:56:16,-14.27,50.17,78.39,74,23,10.63
190,Quatre Cocos,MU,2020-04-04 15:54:43,-20.21,57.76,78.8,78,75,6.93
191,Teguise,ES,2020-04-04 15:56:17,29.06,-13.56,71.6,83,40,17.22
192,Thabazimbi,ZA,2020-04-04 15:56:18,-24.59,27.41,66.0,74,52,1.01
193,Arboletes,CO,2020-04-04 15:56:18,8.85,-76.43,87.8,66,75,9.42
194,Lerwick,GB,2020-04-04 15:56:18,60.15,-1.15,46.4,87,100,11.41
195,Corinto,GR,2020-04-04 15:56:19,37.94,22.96,57.99,76,75,17.22
196,Opuwo,NA,2020-04-04 15:56:19,-18.06,13.84,84.72,25,59,9.01
197,Saldanha,ZA,2020-04-04 15:56:19,-33.01,17.94,69.8,68,100,10.29
198,Omagh,GB,2020-04-04 15:55:41,54.6,-7.3,49.91,68,100,12.5
